X,Y
Cf,200195
Aq,194228
S7,23954
"s""",33491
H\,20765
1k,146210
vH,34505
?m,188216
-',12506
*F,11699
%O,10226
Sx,248249
pM,32720
@P,18329
*u,125240
qk,338210
so,344222
ae,290192
@{,191258
n\,32165
q9,32960
%`,10277
3=,14372
*x,125249
c$,28697
",H",12305
06,13451
\-,26624
G ,20285
cc,28886
No,233222
Sm,248216
y%,35300
"-""",12491
%!,10088
.N,12923
\6,26651
a0,28133
]W,27050
C ,19085
j{,317258
dJ,29111
y>,35375
"""Y",9356
?^,18071
!\,9065
~|,377261
h=,30272
)R,11435
5p,158225
pC,32690
{',35906
:/,16430
uK,34214
ys,362234
7T,15641
|T,36341
aW,28250
*:,11663
xx,359249
?r,188231
K&,21503
Z!,25988
&p,113225
w),34712
$.,9827
G*,20315
)F,11399
Pw,239246
k7,31154
kd,320189
\>,26675
'u,116240
Jx,221249
js,317234
jM,30920
#E,9596
YH,25805
qK,33014
T),24212
D),19412
fA,29684
FD,20093
#~,104267
X4,25445
TH,24305
>d,185189
<p,179225
|6,36251
PE,23096
1$,13697
[N,26423
sD,33593
 !,8588
MG,22202
$t,107237
'@,10781
<K,17114
;?,16778
!i,98204
?r,188231
:8,16457
hy,311252
^^,27371
Ke,224192
Ji,221204
n$,31997
BI,18908
-r,134231
W?,25178
jP,30929
WP,25229
v@,34481
3[,14462
2:,14063
",E",12296
0b,13583
}L,36617
i9,30560
bc,28586
m6,31751
 0,8633
j7,30854
!m,98216
U+,24518
"},",36521
}Q,36632
Lp,227225
5a,15080
d5,29048
ag,290198
6n,161219
9@,16181
gJ,30011
#F,9599
'6,10751
QD,23393
G?,20378
t ,33785
(\,11165
n8,32057
8D,15893
*=,11672
Ud,254189
*O,11726
{A,35984
4c,14786
Ek,206210
Yx,266249
}*,36515
",&",12203
x0,35033
Dz,203255
b$,28397
}3,36542
"=""",17291
pP,32729
<G,17102
GU,20444
h?,30278
9g,170198
Pd,239189
4~,155267
 X,8753
`:,27863
">,",17621
MR,22235
}e,374192
\u,275240
V;,24866
f ,29585
ah,290201
%\,10265
)_,11474
d(,29009
CW,19250
v+,34418
C%,19100
sL,33617
=!,17288
!N,9023
aW,28250
u:,34163
>a,17780
m),31712
5k,158210
Eo,206222
Q^,23471
'-,10724
rS,33338
Q+,23318
2e,149192
j8,30857
$C,9890
L{,227258
BV,18947
.H,12905
Lr,227231
:h,173201
V),24812
$L,9917
X4,25445
Tk,251210
kB,31187
)a,11480
I`,21077
6\,15365
yV,35447
iY,30656
P6,23051
@b,18383
Ej,206207
#|,104261
*R,11735
c{,296258
(y,119252
h7,30254
mt,326237
RF,23699
}],36668
/|,140261
'4,10745
G\,20465
(2,11039
$m,107216
Ji,221204
Mp,230225
dN,29123
>y,185252
?1,17936
Y*,25715
Eu,206240
'7,10754
]s,278234
uz,350255
}(,36509
nv,329243
^*,27215
6q,161228
^>,27275
k7,31154
|~,371267
7|,164261
dR,29135
Lq,227228
M},230264
%.,10127
"'""",10691
ny,329252
M+,22118
.c,12986
'E,10796
[2,26339
:0,16433
/#,13094
pr,335231
Ty,251252
+n,128219
q0,32933
Bl,197213
z2,35639
og,332198
 r,95231
M~,230267
Ic,21086
|x,371249
[#,26294
"I""",20891
#F,9599
J',21206
p$,32597
.R,12935
c8,28757
DU,19544
#C,9590
m-,31724
#3,9542
a],28268
MD,22193
93,16142
w\,34865
JI,21308
1{,146258
$=,9872
6m,161216
r(,33209
)x,122249
oM,32420
A*,18515
{>,35975
-4,12545
yQ,35432
2$,13997
"^,",27221
6e,161192
lR,31535
}`,36677
1Q,13832
(a,11180
-j,134207
xo,359222
Ou,236240
2c,14186
dv,299243
BZ,18959
[[,26462
DE,19496
>V,17747
jk,317210
:4,16445
Vb,24983
"""N",9323
W7,25154
t',33806
U~,254267
I9,20960
5<,14969
Hj,215207
(@,11081
MR,22235
{s,368234
[G,26402
qg,338198
X],25568
0X,13553
\$,26597
Wb,25283
r},341264
2u,149240
@[,18362
+9,11960
\_,26774
A9,18560
q3,32942
=U,17444
?~,188267
QY,23456
U6,24551
rU,33344
[r,272231
rR,33335
=B,17387
18,13757
f6,29651
$[,9962
SG,24002
&H,10505
zX,35753
F1,20036
X~,263267
xQ,35132
9F,16199
H;,20666
^D,27293
.w,137246
gt,308237
A&,18503
w.,34727
Q-,23324
?%,17900
zU,35744
N2,22439
cn,296219
O!,22688
"Y""",25691
/:,13163
)(,11309
"""{",101258
FK,20114
:d,173189
cX,28853
H!,20588
43,14642
=#,17294
gw,308246
lx,323249
i2,30539
:_,16574
|z,371255
u},350264
tA,33884
l#,31394
N:,22463
Zd,269189
o/,32330
_#,27494
PT,23141
\(,26609
eT,29441
GC,20390
]4,26945
(R,11135
>T,17741
pr,335231
$8,9857
o$,32297
9},170264
r`,33377
@+,18218
" ,",8621
"""M",9320
|U,36344
vN,34523
Gk,212210
qf,338195
2d,149189
#M,9620
R:,23663
dZ,29159
cx,296249
g',29906
R@,23681
*b,11783
..,12827
'R,10835
+a,12080
mo,326222
l),31412
~$,36797
K0,21533
xv,359243
^\,27365
9_,16274
&Z,10559
6;,15266
vI,34508
`[,27962
#{,104258
st,344237
%F,10199
"z""",35591
k?,31178
l%,31400
]^,27071
93,16142
0i,143204
#>,9575
a[,28262
iN,30623
Mx,230249
tD,33893
?&,17903
lT,31541
 s,95234
]$,26897
"*""",11591
c7,28754
z=,35672
hi,311204
#j,104207
b ,28385
4f,155195
Mc,22286
VH,24905
@/,18230
st,344237
Q1,23336
]\,27065
^w,281246
C9,19160
2B,14087
7~,164267
5V,15047
Q2,23339
>q,185228
Q ,23285
[w,272246
sj,344207
X',25406
vx,353249
3c,14486
2.,14027
""">",9275
U|,254261
&p,113225
"""~",101267
iP,30629
Hd,215189
Wk,260210
:Y,16556
?K,18014
~\,36965
?b,18083
1y,146252
E),19712
w^,34871
",1",12236
jK,30914
)P,11429
EY,19856
7{,164258
",C",12290
5c,15086
$),9812
P?,23078
2:,14063
lj,323207
"f,",29621
",@",12281
\?,26678
",)",12212
#d,104189
!7,8954
'[,10862
p],32768
>K,17714
BH,18905
&;,10466
'e,116192
ld,323189
i.,30527
Hu,215240
~{,377258
PS,23138
t;,33866
4|,155261
Vy,257252
}?,36578
_1,27536
'D,10793
X{,263258
'{,116258
"&""",10391
3E,14396
[h,272201
v_,34574
"O,",22721
!2,8939
"""w",101246
\{,275258
Bq,197228
3d,152189
C#,19094
fl,305213
n=,32072
Pu,239240
/2,13139
fB,29687
/F,13199
;e,176192
"6,",15221
V),24812
-),12512
/h,140201
<A,17084
ZP,26129
yz,362255
Bv,197243
ms,326234
:8,16457
{P,36029
ow,332246
FB,20087
H{,215258
K<,21569
f9,29660
Bp,197225
Ai,194204
#q,104228
&9,10460
_m,284216
"""8",9257
V2,24839
db,29183
~Z,36959
8l,167213
J6,21251
`6,27851
Dj,203207
#G,9602
"J""",21191
%d,110189
u^,34271
)V,11447
KE,21596
U>,24575
t9,33860
.X,12953
d|,299261
}X,36653
rA,33284
Pe,239192
[m,272216
f#,29594
r`,33377
%J,10211
$*,9815
'F,10799
{<,35969
PZ,23159
0t,143237
F[,20162
}\,36665
9N,16223
m8,31757
g4,29945
V*,24815
[1,26336
\s,275234
HD,20693
~@,36881
N0,22433
~f,377195
Wb,25283
{2,35939
GR,20435
d4,29045
`n,287219
6t,161237
"x""",34991
=C,17390
b$,28397
"@,",18221
5G,15002
5{,158258
3),14312
$a,9980
*P,11729
O0,22733
0X,13553
KX,21653
3d,152189
M#,22094
`j,287207
\l,275213
[f,272195
`p,287225
2A,14084
1},146264
Ar,194231
",h",131201
G|,212261
o=,32372
-<,12569
=C,17390
c<,28769
{t,368237
uM,34220
~2,36839
1.,13727
>k,185210
B2,18839
P&,23003
NR,22535
<M,17120
>@,17681
qQ,33032
*k,125210
;|,176261
fn,305219
]},278264
^~,281267
4F,14699
.?,12878
Ig,218198
71,15536
(!,10988
nS,32138
v!,34388
&k,113210
;o,176222
1L,13817
@h,191201
[C,26390
FU,20144
"s""",33491
!2,8939
rT,33341
+d,128189
DY,19556
U7,24554
/<,13169
=i,182204
0',13406
I#,20894
]Q,27032
W&,25103
(q,119228
64,15245
I ,20885
aP,28229
/0,13133
U<,24569
c3,28742
+J,12011
<z,179255
H[,20762
2B,14087
+.,11927
K),21512
tv,347243
H{,215258
+N,12023
H6,20651
k>,31175
mB,31787
:+,16418
ih,314201
~H,36905
Ey,206252
.H,12905
mX,31853
Jh,221201
Qs,242234
r],33368
"""(",9209
JG,21302
3|,152261
P9,23060
3j,152207
9k,170210
V/,24830
s},344264
t[,33962
#S,9638
<v,179243
D4,19445
uw,350246
wf,356195
}L,36617
UE,24596
e],29468
^^,27371
#-,9524
)7,11354
E&,19703
V~,257267
{<,35969
IK,21014
x^,35171
(d,119189
H),20612
R?,23678
U&,24503
8 ,15785
X),25412
[_,26474
2m,149216
2 ,13985
Gp,212225
\8,26657
`d,287189
$@,9881
q7,32954
Gx,212249
 I,8708
rm,341216
a:,28163
&s,113234
O7,22754
XB,25487
Y*,25715
)o,122222
9h,170201
\n,275219
[f,272195
Aw,194246
sA,33584
3=,14372
1~,146267
3P,14429
CQ,19232
",<",12269
]X,27053
rk,341210
~n,377219
7?,15578
xZ,35159
(0,11033
%W,10250
Gw,212246
#\,9665
Np,233225
X0,25433
QN,23423
20,14033
^o,281222
?v,188243
E~,206267
5.,14927
k^,31271
?[,18062
cG,28802
I^,21071
/\,13265
:w,173246
d0,29033
:m,173216
=p,182225
3@,14381
%U,10244
tE,33896
FT,20141
Ic,21086
-!,12488
zn,365219
{f,368195
9<,16169
vA,34484
8G,15902
>i,185204
rh,341201
D+,19418
Ap,194225
4<,14669
k?,31178
K7,21554
DX,19553
yW,35450
E^,19871
ZQ,26132
$0,9833
[A,26384
Tq,251228
I*,20915
&i,113204
k8,31157
"""+",9218
!;,8966
9\,16265
mq,326228
Rp,245225
]&,26903
M1,22136
p;,32666
$C,9890
|U,36344
*`,11777
p^,32771
P6,23051
xh,359201
.O,12926
9~,170267
KI,21608
M:,22163
C9,19160
{j,368207
8#,15794
'F,10799
Ga,20480
"{,",35921
JF,21299
-h,134201
i4,30545
*k,125210
"""$",9197
r*,33215
|\,36365
KQ,21632
Gc,20486
TT,24341
%U,10244
mJ,31811
hX,30353
Hk,215210
Sa,24080
wu,356240
i$,30497
F5,20048
zI,35708
"E,",19721
9s,170234
]4,26945
J%,21200
8Z,15959
Q8,23357
hw,311246
(},119264
;',16706
~-,36824
;`,16877
"""3",9242
=F,17399
"9,",16121
"+,",11921
8j,167207
::,16463
D^,19571
.L,12917
y4,35345
<!,16988
.m,137216
i),30512
"""1",9236
AZ,18659
Ml,230213
w>,34775
sR,33635
^5,27248
IL,21017
H5,20648
n?,32078
}k,374210
",a",12380
I',20906
L=,21872
LL,21917
|b,36383
6_,15374
o(,32309
1i,146204
:&,16403
=i,182204
:W,16550
Yx,266249
$F,9899
rY,33356
~U,36944
Xr,263231
gI,30008
Nm,233216
JO,21326
/r,140231
7<,15569
0b,13583
aA,28184
{(,35909
%\,10265
Oz,236255
"""7",9254
aB,28187
qP,33029
P9,23060
a\,28265
8$,15797
IH,21005
qk,338210
i!,30488
+R,12035
sQ,33632
""".",9227
g),29912
eN,29423
&*,10415
m.,31727
w[,34862
9<,16169
yU,35444
DS,19538
uy,350252
 j,95207
.N,12923
P6,23051
pw,335246
w`,34877
Wl,260213
xD,35093
Oh,236201
Th,251201
#M,9620
oi,332204
o{,332258
`<,27869
/k,140210
Aw,194246
O>,22775
.i,137204
]?,26978
!&,8903
5f,158195
"%,",10121
< ,16985
y$,35297
4=,14672
;(,16709
bk,293210
?E,17996
LE,21896
QO,23426
v),34412
rx,341249
]y,278252
Qa,23480
[+,26318
-/,12530
X\,25565
Iy,218252
s6,33551
<k,179210
)Z,11459
Lr,227231
z6,35651
=%,17300
9^,16271
|V,36347
?S,18038
jQ,30932
9B,16187
Ye,266192
0l,143213
J\,21365
X/,25430
|=,36272
[u,272240
o3,32342
Eb,19883
~4,36845
Jk,221210
fF,29699
|2,36239
2R,14135
*C,11690
x$,34997
Q3,23342
 ;,8666
'<,10769
(O,11126
SO,24026
MR,22235
6R,15335
t8,33857
m4,31745
ov,332243
tZ,33959
A],18668
Ms,230234
3H,14405
XG,25502
HV,20747
U9,24560
"v,",34421
_;,27566
UH,24605
Wg,260198
>@,17681
T~,251267
0q,143228
""".",9227
kC,31190
po,335222
w9,34760
hg,311198
"""[",9362
K{,224258
;W,16850
sh,344201
${,107258
Nb,22583
?h,188201
J',21206
&7,10454
j@,30881
C6,19151
s=,33572
'6,10751
@{,191258
_s,284234
P3,23042
t|,347261
{U,36044
$L,9917
++,11918
z*,35615
Np,233225
hk,311210
1.,13727
\j,275207
zw,365246
c!,28688
KP,21629
ZN,26123
mm,326216
&>,10475
SX,24053
GG,20402
9M,16220
pC,32690
 R,8735
t(,33809
\*,26615
E;,19766
X^,25571
Jz,221255
?=,17972
r(,33209
(+,11018
Hg,215198
FH,20105
fG,29702
wU,34844
JQ,21332
"""P",9329
b^,28571
"r,",33221
oh,332201
~K,36914
Y9,25760
Wh,260201
Lm,227216
Y?,25778
PM,23120
m-,31724
xP,35129
zX,35753
H$,20597
+2,11939
5u,158240
^r,281231
>M,17720
=&,17303
h/,30230
34,14345
?i,188204
N|,233261
xG,35102
=U,17444
g},308264
"),",11321
>y,185252
`7,27854
lp,323225
TO,24326
VY,24956
<G,17102
-y,134252
s7,33554
~v,377243
_},284264
)^,11471
"Q,",23321
"5""",14891
2A,14084
d},299264
S4,23945
26,14051
_E,27596
iA,30584
~<,36869
Iq,218228
:Y,16556
vl,353213
.b,12983
c(,28709
<.,17027
@E,18296
df,299195
)C,11390
zN,35723
_T,27641
c},296264
f`,29777
I3,20942
[z,272255
xO,35126
1d,146189
|n,371219
x=,35072
/6,13151
ZE,26096
Jb,21383
s@,33581
PG,23102
z+,35618
DZ,19559
L8,21857
 u,95240
ue,350192
hO,30326
yE,35396
{^,36071
"(,",11021
V<,24869
p[,32762
wR,34835
SE,23996
_&,27503
b^,28571
s!,33488
"c""",28691
LK,21914
"@,",18221
5@,14981
0O,13526
uS,34238
f0,29633
R#,23594
7o,164222
?=,17972
+K,12014
8?,15878
X\,25565
uC,34190
.x,137249
_F,27599
$),9812
'E,10796
/[,13262
"f""",29591
|*,36215
",.",12227
k4,31145
ff,305195
{5,35948
kO,31226
'S,10838
0W,13550
b8,28457
0},143264
"""@",9281
\W,26750
2.,14027
/`,13277
Y?,25778
 Y,8756
Dc,19586
?T,18041
z$,35597
RP,23729
$o,107222
h0,30233
i&,30503
K1,21536
",-",12224
fn,305219
F ,19985
#x,104249
:+,16418
D@,19481
:Z,16559
PZ,23159
1h,146201
im,314216
pS,32738
kB,31187
-K,12614
7:,15563
6#,15194
ZN,26123
(0,11033
o',32306
ZG,26102
M8,22157
\O,26726
'N,10823
q3,32942
9D,16193
(!,10988
8`,15977
(5,11048
z(,35609
N9,22460
kl,320213
0P,13529
8H,15905
Z9,26060
/~,140267
T$,24197
mS,31838
vJ,34511
g!,29888
w*,34715
;],16868
sX,33653
W_,25274
8;,15866
^8,27257
e&,29303
k|,320261
q3,32942
"""N",9323
*n,125219
GT,20441
|v,371243
<[,17162
*l,125213
Pa,23180
YB,25787
-l,134213
dU,29144
=S,17438
~J,36911
0D,13493
P#,22994
<g,179198
hP,30329
kV,31247
Z@,26081
p#,32594
qQ,33032
b;,28466
5.,14927
U[,24662
}2,36539
!t,98237
e&,29303
oL,32417
%-,10124
8u,167240
AH,18605
s$,33497
QU,23444
",1",12236
XW,25550
MF,22199
+$,11897
/ ,13085
it,314237
w@,34781
x:,35063
"X""",25391
&2,10439
Co,200222
"V,",24821
F*,20015
RL,23717
]<,26969
ry,341252
kF,31199
T$,24197
<J,17111
YQ,25832
xC,35090
2<,14069
4p,155225
qI,33008
zp,365225
EX,19853
;>,16775
Jy,221252
JG,21302
VP,24929
Ss,248234
wV,34847
",B",12287
p&,32603
m/,31730
x*,35015
a*,28115
-@,12581
2<,14069
'!,10688
M3,22142
Oc,22886
74,15545
}j,374207
&5,10448
aD,28193
J`,21377
0!,13388
|l,371213
",m",131216
A|,194261
n!,31988
aT,28241
2B,14087
@O,18326
8f,167195
y$,35297
A_,18674
>T,17741
wB,34787
DE,19496
^a,27380
.M,12920
uU,34244
O{,236258
Oe,236192
.D,12893
 5,8648
9I,16208
&N,10523
>N,17723
E!,19688
;{,176258
\*,26615
hg,311198
$t,107237
W5,25148
TC,24290
1:,13763
Z@,26081
gU,30044
H4,20645
@b,18383
6x,161249
EL,19817
Uu,254240
f<,29669
:J,16511
\z,275255
D0,19433
V|,257261
;X,16853
Oo,236222
;_,16874
;!,16688
9 ,16085
/o,140222
P1,23036
{|,368261
(Y,11156
Si,248204
mu,326240
;^,16871
]:,26963
'),10712
y&,35303
S1,23936
pk,335210
I|,218261
:j,173207
dF,29099
%g,110198
W^,25271
:D,16493
;<,16769
sY,33656
"1,",13721
V$,24797
Y/,25730
La,21980
EX,19853
1],13868
oa,32480
51,14936
3#,14294
3o,152222
[o,272222
[M,26420
<b,17183
dr,299231
hc,30386
Y@,25781
t^,33971
^r,281231
'X,10853
yI,35408
P;,23066
e?,29378
+b,12083
i5,30548
yv,362243
?X,18053
ZN,26123
Yi,266204
Z%,26000
)5,11348
Sh,248201
G:,20363
FA,20084
-v,134243
CM,19220
Pq,239228
~3,36842
)?,11378
"J""",21191
.(,12809
Qg,242198
>F,17699
0:,13463
@r,191231
9L,16217
(),11012
ub,34283
P;,23066
D>,19475
IS,21038
j+,30818
/5,13148
&!,10388
=V,17447
'Q,10832
I_,21074
PU,23144
&m,113216
b@,28481
F>,20075
(G,11102
AD,18593
T4,24245
Ft,209237
m(,31709
9Y,16256
6W,15350
Ne,233192
}v,374243
@),18212
vZ,34559
-U,12644
z_,35774
cd,296189
^0,27233
~[,36962
<d,179189
wk,356210
NU,22544
z$,35597
ik,314210
Lg,227198
vH,34505
]W,27050
tH,33905
ou,332240
"%,",10121
qE,32996
r/,33230
JB,21287
^J,27311
'%,10700
4V,14747
RU,23744
Mm,230216
*B,11687
D_,19574
9O,16226
Jl,221213
pI,32708
V ,24785
D),19412
}|,374261
2%,14000
DB,19487
Hn,215219
YZ,25859
[7,26354
c',28706
^:,27263
xn,359219
"(""",10991
3/,14330
&*,10415
0k,143210
Hc,20786
>R,17735
z',35606
e=,29372
*d,125189
H-,20624
""">",9275
(<,11069
7?,15578
TU,24344
-5,12548
oP,32429
{F,35999
DQ,19532
fW,29750
C|,200261
9o,170222
_R,27635
Qq,242228
j&,30803
]l,278213
`%,27800
|X,36353
5%,14900
*s,125234
`z,287255
t',33806
ku,320240
Ef,206195
<),17012
",d",131189
=_,17474
Co,200222
~u,377240
Al,194213
L[,21962
Wh,260201
3V,14447
P),23012
1I,13808
*f,125195
GG,20402
nY,32156
"],",26921
G:,20363
m7,31754
pP,32729
#>,9575
iQ,30632
?w,188246
Q|,242261
TW,24350
2/,14030
Y|,266261
?f,188195
c9,28760
50,14933
*],11768
%>,10175
m(,31709
=k,182210
en,302219
;z,176255
>2,17639
U=,24572
ha,30380
s?,33578
@f,191195
3=,14372
Ol,236213
N[,22562
5},158264
qk,338210
[q,272228
.y,137252
A&,18503
W},260264
MU,22244
Wm,260216
;;,16766
P>,23075
X~,263267
Q`,23477
TB,24287
N/,22430
",X",12353
",3",12242
dg,299198
TC,24290
3S,14438
=2,17339
ad,290189
:A,16484
ho,311222
7R,15635
6q,161228
Z`,26177
o$,32297
)v,122243
=V,17447
={,182258
{L,36017
?c,18086
GN,20423
|M,36320
Tp,251225
ss,344234
M$,22097
sO,33626
CT,19241
k[,31262
R;,23666
Yl,266213
`M,27920
-*,12515
4o,155222
w:,34763
6N,15323
;*,16715
2f,149195
Lp,227225
kH,31205
vW,34550
HT,20741
nS,32138
5&,14903
O!,22688
{&,35903
jg,317198
(<,11069
-',12506
`V,27947
0A,13484
hr,311231
X>,25475
eU,29444
jj,317207
N9,22460
;G,16802
5n,158219
0F,13499
(F,11099
OB,22787
<I,17108
]5,26948
dY,29156
h(,30209
=<,17369
Z&,26003
~L,36917
'd,116189
I8,20957
iJ,30611
 R,8735
B@,18881
}L,36617
6K,15314
RG,23702
u=,34172
$_,9974
<l,179213
;(,16709
zM,35720
M:,22163
rR,33335
:t,173237
uK,34214
TS,24338
:],16568
!6,8951
d9,29060
qY,33056
Jx,221249
uF,34199
MH,22205
R],23768
kD,31193
##,9494
<<,17069
Qo,242222
~l,377213
XI,25508
(Q,11132
(h,119201
%f,110195
d\,29165
*_,11774
&W,10550
-a,12680
>N,17723
/V,13247
Xz,263255
Nb,22583
X_,25574
+#,11894
+-,11924
V<,24869
[A,26384
zu,365240
2T,14141
sw,344246
q(,32909
f},305264
5A,14984
.p,137225
d@,29081
y%,35300
^$,27197
f],29768
:5,16448
[%,26300
"O,",22721
cn,296219
e$,29297
sc,33686
kJ,31211
Ag,194198
{0,35933
l/,31430
F{,209258
)>,11375
-b,12683
L3,21842
}$,36497
34,14345
_7,27554
B',18806
f\,29765
O<,22769
OO,22826
g(,29909
d{,299258
.-,12824
8v,167243
",-",12224
m^,31871
K@,21581
ZL,26117
Y+,25718
]6,26951
E[,19862
1[,13862
n:,32063
 j,95207
x+,35018
-`,12677
Y1,25736
~+,36818
2J,14111
(A,11084
~5,36848
ve,353192
X_,25574
zI,35708
gX,30053
 +,8618
MQ,22232
v*,34415
$K,9914
#_,9674
9T,16241
YE,25796
]y,278252
^;,27266
Na,22580
[A,26384
"e""",29291
Q+,23318
U(,24509
jH,30905
}:,36563
E ,19685
g;,29966
d},299264
Ll,227213
w0,34733
dh,299201
yc,35486
9!,16088
yl,362213
;a,16880
4S,14738
La,21980
hx,311249
[;,26366
R~,245267
)4,11345
jK,30914
xN,35123
0#,13394
BK,18914
]Y,27056
Q7,23354
{P,36029
QL,23417
z;,35666
;%,16700
-D,12593
AQ,18632
U#,24494
u;,34166
3:,14363
Ut,254237
nn,329219
fF,29699
.G,12902
R7,23654
~Y,36956
Va,24980
S-,23924
=B,17387
R~,245267
jq,317228
oY,32456
1],13868
Rv,245243
%},110264
XB,25487
Lp,227225
:B,16487
eH,29405
B=,18872
ir,314231
0:,13463
C!,19088
_s,284234
|&,36203
Qr,242231
kb,31283
+c,12086
?),17912
j?,30878
"""f",101195
Rq,245228
'j,116207
be,293192
;t,176237
Vx,257249
MY,22256
[d,272189
UY,24656
q},338264
Li,227204
q$,32897
v#,34394
Q7,23354
TH,24305
M0,22133
$h,107201
:;,16466
+%,11900
58,14957
sY,33656
Qp,242225
Mq,230228
*H,11705
m@,31781
hZ,30359
)8,11357
g[,30062
*w,125246
&n,113219
5M,15020
\`,26777
Bq,197228
j=,30872
8B,15887
Di,203204
7Q,15632
0U,13544
gE,29996
/y,140252
;b,16883
6v,161243
.!,12788
lv,323243
C:,19163
BE,18896
{[,36062
y1,35336
[U,26444
/N,13223
PD,23093
_),27512
"d,",29021
V[,24962
&f,113195
:o,173222
|R,36335
TY,24356
",)",12212
%i,110204
|8,36257
G=,20372
:',16406
`r,287231
7q,164228
",S",12338
fm,305216
$+,9818
H6,20651
$7,9854
CZ,19259
84,15845
"0,",13421
^T,27341
#F,9599
Xw,263246
K{,224258
'K,10814
|7,36254
M4,22145
s^,33671
D),19412
x0,35033
n(,32009
T],24368
c^,28871
rb,33383
""" ",9185
<B,17087
kF,31199
g9,29960
8T,15941
z/,35630
Iy,218252
2=,14072
#/,9530
!Q,9032
}8,36557
mp,326225
d/,29030
J[,21362
9Q,16232
~s,377234
-d,134189
nZ,32159
j{,317258
;~,176267
.!,12788
#C,9590
)Y,11456
8f,167195
"z""",35591
Uu,254240
^/,27230
pv,335243
I},218264
"_,",27521
=s,182234
u&,34103
O8,22757
`+,27818
h),30212
@D,18293
ZW,26150
|P,36329
`T,27941
6',15206
~o,377222
`~,287267
N4,22445
6H,15305
2;,14066
TF,24299
>t,185237
Ch,200201
gm,308216
O},236264
g^,30071
|#,36194
TU,24344
$^,9971
6',15206
[Z,26459
Oc,22886
tf,347195
DJ,19511
"""&",9203
}>,36575
}w,374246
Wq,260228
EH,19805
Ea,19880
#},104264
0%,13400
n%,32000
Hm,215216
ri,341204
Ad,194189
f=,29672
L{,227258
`S,27938
>h,185201
!%,8900
Jr,221231
my,326252
U0,24533
S',23906
g8,29957
=i,182204
wj,356207
d;,29066
yb,35483
#S,9638
0I,13508
S},248264
9E,16196
{a,36080
0I,13508
&V,10547
:`,16577
n[,32162
Q],23468
dM,29120
I_,21074
wX,34853
oJ,32411
:#,16394
}`,36677
\j,275207
+N,12023
8X,15953
im,314216
=.,17327
k],31268
{V,36047
-e,134192
